Symbol,Company Name,Exchange
EUROTEXIND,Eurotex Industries and Exports Limited,NSE
EVEREADY,Eveready Industries India Limited,NSE
EVERESTIND,Everest Industries Limited,NSE
EXCEL,Excel Realty N Infra Limited,NSE
EXCELINDUS,Excel Industries Limited,NSE
EXCELSOFT,Excelsoft Technologies Limited,NSE
EXICOM,Exicom Tele-Systems Limited,NSE
EXIDEIND,Exide Industries Limited,NSE
EXPLEOSOL,Expleo Solutions Limited,NSE
EXXARO,Exxaro Tiles Limited,NSE
FABTECH,Fabtech Technologies Limited,NSE
FACT,Fertilizers and Chemicals Travancore Limited,NSE
FAIRCHEMOR,Fairchem Organics Limited,NSE
FCL,Fineotex Chemical Limited,NSE
FCSSOFT,FCS Software Solutions Limited,NSE
FDC,FDC Limited,NSE
FEDERALBNK,The Federal Bank  Limited,NSE
FEDFINA,Fedbank Financial Services Limited,NSE
FIEMIND,Fiem Industries Limited,NSE
FILATEX,Filatex India Limited,NSE
FILATFASH,Filatex Fashions Limited,NSE
FINCABLES,Finolex Cables Limited,NSE
FINEORG,Fine Organic Industries Limited,NSE
FINKURVE,Finkurve Financial Services Limited,NSE
FINOPB,Fino Payments Bank Limited,NSE
FINPIPE,Finolex Industries Limited,NSE
FIRSTCRY,Brainbees Solutions Limited,NSE
FISCHER,Fischer Medical Ventures Limited,NSE
FIVESTAR,Five-Star Business Finance Limited,NSE
FLAIR,Flair Writing Industries Limited,NSE
FLEXITUFF,Flexituff Ventures International Limited,NSE
FLUOROCHEM,Gujarat Fluorochemicals Limited,NSE
FMGOETZE,Federal-Mogul Goetze (India) Limited.,NSE
FMNL,Future Market Networks Limited,NSE
FOCUS,Focus Lighting and Fixtures Limited,NSE
FOODSIN,Foods & Inns Limited,NSE
FORCEMOT,FORCE MOTORS LTD,NSE
FORTIS,Fortis Healthcare Limited,NSE
FOSECOIND,Foseco India Limited,NSE
FRACTAL,Fractal Analytics Limited,NSE
FSL,Firstsource Solutions Limited,NSE
FUSION,Fusion Finance Limited,NSE
GABRIEL,Gabriel India Limited,NSE
GAEL,Gujarat Ambuja Exports Limited,NSE
GAIL,GAIL (India) Limited,NSE
GALAPREC,Gala Precision Engineering Limited,NSE
GALAXYSURF,Galaxy Surfactants Limited,NSE
GALLANTT,Gallantt Ispat Limited,NSE
GANDHAR,Gandhar Oil Refinery (India) Limited,NSE
GANDHITUBE,Gandhi Special Tubes Limited,NSE
GANECOS,Ganesha Ecosphere Limited,NSE
GANESHBE,Ganesh Benzoplast Limited,NSE
GANESHCP,Ganesh Consumer Products Limited,NSE
GANESHHOU,GANESH HOUSING LIMITED,NSE
GANGAFORGE,Ganga Forging Limited,NSE
GANGESSECU,Ganges Securities Limited,NSE
GARFIBRES,Garware Technical Fibres Limited,NSE
GARUDA,Garuda Construction and Engineering Limited,NSE
GATECH,GACM Technologies Limited,NSE
GATECHDVR,GACM Technologies Limited,NSE
GATEWAY,Gateway Distriparks Limited,NSE
GAUDIUMIVF,Gaudium IVF and Women Health Limited,NSE
GAYAHWS,Gayatri Highways Limited,NSE
GEECEE,GeeCee Ventures Limited,NSE
GEEKAYWIRE,Geekay Wires Limited,NSE
GENCON,Generic Engineering Construction and Projects Limited,NSE
GENESYS,Genesys International Corporation Limited,NSE
GENUSPAPER,Genus Paper & Boards Limited,NSE
GENUSPOWER,Genus Power Infrastructures Limited,NSE
GEOJITFSL,Geojit Financial Services Limited,NSE
GESHIP,The Great Eastern Shipping Company Limited,NSE
GFLLIMITED,GFL Limited,NSE
GHCL,GHCL Limited,NSE
GHCLTEXTIL,GHCL Textiles Limited,NSE
GICHSGFIN,GIC Housing Finance Limited,NSE
GICRE,General Insurance Corporation of India,NSE
GILLANDERS,Gillanders Arbuthnot & Company Limited,NSE
GILLETTE,Gillette India Limited,NSE
GINNIFILA,Ginni Filaments Limited,NSE
GIPCL,Gujarat Industries Power Company Limited,NSE
GKENERGY,GK Energy Limited,NSE
GKSL,Gujarat Kidney And Super Speciality Limited,NSE
GKWLIMITED,GKW Limited,NSE
GLAND,Gland Pharma Limited,NSE
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,NSE
GLENMARK,Glenmark Pharmaceuticals Limited,NSE
GLOBAL,Global Education Limited,NSE
GLOBALE,Globale Tessile Limited,NSE
GLOBALVECT,Global Vectra Helicorp Limited,NSE
GLOBE,GLOBE ENTERPRISES (INDIA) LIMITED,NSE
GLOBECIVIL,Globe Civil Projects Limited,NSE
GLOBUSSPR,Globus Spirits Limited,NSE
GLOSTERLTD,Gloster Limited,NSE
GLOTTIS,Glottis Limited,NSE
GMBREW,GM Breweries Limited,NSE
GMDCLTD,Gujarat Mineral Development Corporation Limited,NSE
GMMPFAUDLR,GMM Pfaudler Limited,NSE
GMRAIRPORT,GMR AIRPORTS LIMITED,NSE
GMRP&UI,GMR Power and Urban Infra Limited,NSE
GNA,GNA Axles Limited,NSE
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,NSE
GOACARBON,Goa Carbon Limited,NSE
GOCLCORP,GOCL Corporation Limited,NSE
GOCOLORS,Go Fashion (India) Limited,NSE
GODAVARIB,Godavari Biorefineries Limited,NSE
GODFRYPHLP,Godfrey Phillips India Limited,NSE
GODIGIT,Go Digit General Insurance Limited,NSE
GODREJAGRO,Godrej Agrovet Limited,NSE
GODREJCP,Godrej Consumer Products Limited,NSE
GODREJIND,Godrej Industries Limited,NSE
GODREJPROP,Godrej Properties Limited,NSE
GOKEX,Gokaldas Exports Limited,NSE
GOKUL,Gokul Refoils and Solvent Limited,NSE
GOKULAGRO,Gokul Agro Resources Limited,NSE
GOLDIAM,Goldiam International Limited,NSE
GOLDTECH,AION-TECH SOLUTIONS LIMITED,NSE
GOODLUCK,Goodluck India Limited,NSE
GOPAL,Gopal Snacks Limited,NSE
GPIL,Godawari Power And Ispat limited,NSE
GPPL,Gujarat Pipavav Port Limited,NSE
GPTHEALTH,GPT Healthcare Limited,NSE
GPTINFRA,GPT Infraprojects Limited,NSE
GRANULES,Granules India Limited,NSE
GRAPHITE,Graphite India Limited,NSE
GRASIM,Grasim Industries Limited,NSE
GRAVITA,Gravita India Limited,NSE
GREAVESCOT,Greaves Cotton Limited,NSE
GREENLAM,Greenlam Industries Limited,NSE
GREENPANEL,Greenpanel Industries Limited,NSE
GREENPLY,Greenply Industries Limited,NSE
GREENPOWER,Orient Green Power Company Limited,NSE
GRINDWELL,Grindwell Norton Limited,NSE
GRINFRA,G R Infraprojects Limited,NSE
GRMOVER,GRM Overseas Limited,NSE
GROBTEA,The Grob Tea Company Limited,NSE
GROWW,Billionbrains Garage Ventures Limited,NSE
GRPLTD,GRP Limited,NSE
GRSE,Garden Reach Shipbuilders & Engineers Limited,NSE
GRWRHITECH,Garware Hi-Tech Films Limited,NSE
GSFC,Gujarat State Fertilizers & Chemicals Limited,NSE
GSLSU,Global Surfaces Limited,NSE
GSPL,Gujarat State Petronet Limited,NSE
GSS,GSS Infotech Limited,NSE
GTECJAINX,G-TEC JAINX EDUCATION LIMITED,NSE
GTL,GTL Limited,NSE
GTLINFRA,GTL Infrastructure Limited,NSE
GTPL,GTPL Hathway Limited,NSE
GUFICBIO,Gufic Biosciences Limited,NSE
GUJALKALI,Gujarat Alkalies and Chemicals Limited,NSE
GUJAPOLLO,Gujarat Apollo Industries Limited,NSE
GUJGASLTD,Gujarat Gas Limited,NSE
GUJRAFFIA,Gujarat Raffia Industries Limited,NSE
GUJTHEM,Gujarat Themis Biosyn Limited,NSE
GULFOILLUB,Gulf Oil Lubricants India Limited,NSE
GULFPETRO,GP Petroleums Limited,NSE
GULPOLY,Gulshan Polyols Limited,NSE
GVPTECH,GVP Infotech Limited,NSE
GVT&D,GE Vernova T&D India Limited,NSE
HAL,Hindustan Aeronautics Limited,NSE
HALDER,Halder Venture Limited,NSE
HALEOSLABS,HALEOS LABS LIMITED,NSE
HAPPSTMNDS,Happiest Minds Technologies Limited,NSE
HAPPYFORGE,Happy Forgings Limited,NSE
HARIOMPIPE,Hariom Pipe Industries Limited,NSE
HARRMALAYA,Harrisons  Malayalam Limited,NSE
HARSHA,Harsha Engineers International Limited,NSE
HATHWAY,Hathway Cable & Datacom Limited,NSE
HATSUN,Hatsun Agro Product Limited,NSE
HAVELLS,Havells India Limited,NSE
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,NSE
HBLENGINE,HBL Engineering Limited,NSE
HBSL,HB Stockholdings Limited,NSE
HCC,Hindustan Construction Company Limited,NSE
HCG,Healthcare Global Enterprises Limited,NSE
HCL-INSYS,HCL Infosystems Limited,NSE
HCLTECH,HCL Technologies Limited,NSE
HDBFS,HDB Financial Services Limited,NSE
HDFCAMC,HDFC Asset Management Company Limited,NSE
HDFCBANK,HDFC Bank Limited,NSE
HDFCLIFE,HDFC Life Insurance Company Limited,NSE
HEADSUP,Heads UP Ventures Limited,NSE
HECPROJECT,HEC Infra Projects Limited,NSE
HEG,HEG Limited,NSE
HEIDELBERG,HeidelbergCement India Limited,NSE
HEMIPROP,Hemisphere Properties India Limited,NSE
HERANBA,Heranba Industries Limited,NSE
HERITGFOOD,Heritage Foods Limited,NSE
HEROMOTOCO,Hero MotoCorp Limited,NSE
HESTERBIO,Hester Biosciences Limited,NSE
HEXATRADEX,Hexa Tradex Limited,NSE
HEXT,Hexaware Technologies Limited,NSE
HFCL,HFCL Limited,NSE
HGINFRA,H.G. Infra Engineering Limited,NSE
HGM,HandsOn Global Management (HGM) Limited,NSE
HGS,Hinduja Global Solutions Limited,NSE
HIKAL,Hikal Limited,NSE
HILINFRA,Highway Infrastructure Limited,NSE
HILTON,Hilton Metal Forging Limited,NSE
HIMATSEIDE,Himatsingka Seide Limited,NSE
HINDALCO,Hindalco Industries Limited,NSE
HINDCOMPOS,Hindustan Composites Limited,NSE
HINDCON,Hindcon Chemicals Limited,NSE
HINDCOPPER,Hindustan Copper Limited,NSE
HINDOILEXP,Hindustan Oil Exploration Company Limited,NSE
HINDPETRO,Hindustan Petroleum Corporation Limited,NSE
HINDUNILVR,Hindustan Unilever Limited,NSE
HINDWAREAP,Hindware Home Innovation Limited,NSE
HINDZINC,Hindustan Zinc Limited,NSE
HIRECT,Hind Rectifiers Limited,NSE
HISARMETAL,Hisar Metal Industries Limited,NSE
HITECH,Hi-Tech Pipes Limited,NSE
HITECHCORP,Hitech Corporation Limited,NSE
HLEGLAS,HLE Glascoat Limited,NSE
HLVLTD,HLV LIMITED,NSE
HMAAGRO,HMA Agro Industries Limited,NSE
HMVL,Hindustan Media Ventures Limited,NSE
HNDFDS,Hindustan Foods Limited,NSE
HOMEFIRST,Home First Finance Company India Limited,NSE
HONASA,Honasa Consumer Limited,NSE
HONAUT,Honeywell Automation India Limited,NSE
HONDAPOWER,Honda India Power Products Limited,NSE
HPAL,HP Adhesives Limited,NSE
HPIL,Hindprakash Industries Limited,NSE
HPL,HPL Electric & Power Limited,NSE
HSCL,Himadri Speciality Chemical Limited,NSE
HTMEDIA,HT Media Limited,NSE
HUBTOWN,Hubtown Limited,NSE
HUDCO,Housing & Urban Development Corporation Limited,NSE
HUHTAMAKI,Huhtamaki India Limited,NSE
HYBRIDFIN,Hybrid Financial Services Limited,NSE
HYUNDAI,Hyundai Motor India Limited,NSE
IBULLSLTD,Indiabulls Limited,NSE
ICEMAKE,Ice Make Refrigeration Limited,NSE
ICICIAMC,ICICI Prudential Asset Management Company Limited,NSE
ICICIBANK,ICICI Bank Limited,NSE
ICICIGI,ICICI Lombard General Insurance Company Limited,NSE
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,NSE
ICIL,Indo Count Industries Limited,NSE
ICRA,ICRA Limited,NSE
IDBI,IDBI Bank Limited,NSE
IDEA,Vodafone Idea Limited,NSE
IDEAFORGE,Ideaforge Technology Limited,NSE
IDFCFIRSTB,IDFC First Bank Limited,NSE
IEX,Indian Energy Exchange Limited,NSE
IFBAGRO,IFB Agro Industries Limited,NSE
IFBIND,IFB Industries Limited,NSE
IFCI,IFCI Limited,NSE
IFGLEXPOR,IFGL Refractories Limited,NSE
IGARASHI,Igarashi Motors India Limited,NSE
IGCL,Indogulf Cropsciences Limited,NSE
IGIL,International Gemmological Institute (India) Limited,NSE
IGL,Indraprastha Gas Limited,NSE
IGPL,IG Petrochemicals Limited,NSE
IIFL,IIFL Finance Limited,NSE
IIFLCAPS,IIFL Capital Services Limited,NSE
IITL,Industrial Investment Trust Limited,NSE
IKIO,IKIO Technologies Limited,NSE
IKS,Inventurus Knowledge Solutions Limited,NSE
IMAGICAA,Imagicaaworld Entertainment Limited,NSE
IMFA,Indian Metals & Ferro Alloys Limited,NSE
IMPAL,India Motor Parts and Accessories Limited,NSE
INA,Insolation Energy Limited,NSE
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,NSE
INDBANK,Indbank Merchant Banking Services Limited,NSE
INDGN,Indegene Limited,NSE
INDHOTEL,The Indian Hotels Company Limited,NSE
INDIACEM,The India Cements Limited,NSE
INDIAGLYCO,India Glycols Limited,NSE
INDIAMART,Indiamart Intermesh Limited,NSE
INDIANB,Indian Bank,NSE
INDIANCARD,Indian Card Clothing Company Limited,NSE
INDIANHUME,Indian Hume Pipe Company Limited,NSE
INDIASHLTR,India Shelter Finance Corporation Limited,NSE
INDIGO,InterGlobe Aviation Limited,NSE
INDIGOPNTS,Indigo Paints Limited,NSE
INDIQUBE,Indiqube Spaces Limited,NSE
INDNIPPON,India Nippon Electricals Limited,NSE
INDOAMIN,Indo Amines Limited,NSE
INDOBORAX,Indo Borax & Chemicals Limited,NSE
INDOCO,Indoco Remedies Limited,NSE
INDOFARM,Indo Farm Equipment Limited,NSE
INDORAMA,Indo Rama Synthetics (India) Limited,NSE
INDOSTAR,IndoStar Capital Finance Limited,NSE
INDOTECH,Indo Tech Transformers Limited,NSE
INDOTHAI,Indo Thai Securities Limited,NSE
INDOUS,Indo Us Biotech Limited,NSE
INDOWIND,Indowind Energy Limited,NSE
INDRAMEDCO,Indraprastha Medical Corporation Limited,NSE
INDSWFTLAB,Ind-Swift Laboratories Limited,NSE
INDTERRAIN,Indian Terrain Fashions Limited,NSE
INDUSINDBK,IndusInd Bank Limited,NSE
INDUSTOWER,Indus Towers Limited,NSE
INFOBEAN,InfoBeans Technologies Limited,NSE
INFOMEDIA,Infomedia Press Limited,NSE
INFY,Infosys Limited,NSE
INGERRAND,Ingersoll Rand (India) Limited,NSE
INNOVACAP,Innova Captab Limited,NSE
INNOVANA,Innovana Thinklabs Limited,NSE
INOXGREEN,Inox Green Energy Services Limited,NSE
INOXINDIA,INOX India Limited,NSE
INOXWIND,Inox Wind Limited,NSE
INSECTICID,Insecticides (India) Limited,NSE
INTELLECT,Intellect Design Arena Limited,NSE
INTENTECH,Intense Technologies Limited,NSE
INTERARCH,Interarch Building Solutions Limited,NSE
INTLCONV,International Conveyors Limited,NSE
INVENTURE,Inventure Growth & Securities Limited,NSE
IOB,Indian Overseas Bank,NSE
IOC,Indian Oil Corporation Limited,NSE
IOLCP,IOL Chemicals and Pharmaceuticals Limited,NSE
IONEXCHANG,ION Exchange (India) Limited,NSE
IPCALAB,IPCA Laboratories Limited,NSE
IPL,India Pesticides Limited,NSE
IRB,IRB Infrastructure Developers Limited,NSE
IRCON,Ircon International Limited,NSE
IRCTC,Indian Railway Catering And Tourism Corporation Limited,NSE
IREDA,Indian Renewable Energy Development Agency Limited,NSE
IRFC,Indian Railway Finance Corporation Limited,NSE
IRIS,IRIS RegTech Solutions Limited,NSE
IRISDOREME,Iris Clothings Limited,NSE
IRMENERGY,IRM Energy Limited,NSE
ISFT,Intrasoft Technologies Limited,NSE
ISGEC,Isgec Heavy Engineering Limited,NSE
ISHANCH,Ishan Dyes and Chemicals Limited,NSE
ITC,ITC Limited,NSE
ITCHOTELS,ITC Hotels Limited,NSE
ITDC,India Tourism Development Corporation Limited,NSE
ITI,ITI Limited,NSE
IVALUE,Ivalue Infosolutions Limited,NSE
IVC,IL&FS Investment Managers Limited,NSE
IVP,IVP Limited,NSE
IXIGO,Le Travenues Technology Limited,NSE
J&KBANK,The Jammu & Kashmir Bank Limited,NSE
JAGRAN,Jagran Prakashan Limited,NSE
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,NSE
JAIBALAJI,Jai Balaji Industries Limited,NSE
JAICORPLTD,Jai Corp Limited,NSE
JAINREC,Jain Resource Recycling Limited,NSE
JAIPURKURT,Nandani Creation Limited,NSE
JAMNAAUTO,Jamna Auto Industries Limited,NSE
JARO,Jaro Institute of Technology Management and Research Limited,NSE
JASH,Jash Engineering Limited,NSE
JAYAGROGN,Jayant Agro Organics Limited,NSE
JAYBARMARU,Jay Bharat Maruti Limited,NSE
JAYKAY,Jaykay Enterprises Limited,NSE
JAYNECOIND,Jayaswal Neco Industries Limited,NSE
JAYSREETEA,Jayshree Tea & Industries Limited,NSE
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,NSE
JBMA,JBM Auto Limited,NSE
JETFREIGHT,Jet Freight Logistics Limited,NSE
JGCHEM,J.G.Chemicals Limited,NSE
JHS,JHS Svendgaard Laboratories Limited,NSE
JINDALPHOT,Jindal Photo Limited,NSE
JINDALPOLY,Jindal Poly Films Limited,NSE
JINDALSAW,Jindal Saw Limited,NSE
JINDALSTEL,JINDAL STEEL LIMITED,NSE
JINDRILL,Jindal Drilling And Industries Limited,NSE
JINDWORLD,Jindal Worldwide Limited,NSE
JIOFIN,Jio Financial Services Limited,NSE
JISLDVREQS,Jain Irrigation Systems Limited,NSE
JISLJALEQS,Jain Irrigation Systems Limited,NSE
JKCEMENT,JK Cement Limited,NSE
JKIL,J.Kumar Infraprojects Limited,NSE
JKIPL,Jinkushal Industries Limited,NSE
JKLAKSHMI,JK Lakshmi Cement Limited,NSE
JKPAPER,JK Paper Limited,NSE
JKTYRE,JK Tyre & Industries Limited,NSE
JLHL,Jupiter Life Line Hospitals Limited,NSE
JMA,Jullundur Motor Agency (Delhi) Limited,NSE
JMFINANCIL,JM Financial Limited,NSE
JNKINDIA,JNK India Limited,NSE
JOCIL,Jocil Limited,NSE
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,NSE
JPPOWER,Jaiprakash Power Ventures Limited,NSE
JSFB,Jana Small Finance Bank Limited,NSE
JSL,Jindal Stainless Limited,NSE
JSLL,Jeena Sikho Lifecare Limited,NSE
JSWCEMENT,JSW Cement Limited,NSE
JSWENERGY,JSW Energy Limited,NSE
JSWHL,JSW Holdings Limited,NSE
JSWINFRA,JSW Infrastructure Limited,NSE
JSWSTEEL,JSW Steel Limited,NSE
JTEKTINDIA,Jtekt India Limited,NSE
JTLIND,JTL INDUSTRIES LIMITED,NSE
JUBLCPL,Jubilant Agri and Consumer Products Limited,NSE
JUBLFOOD,Jubilant Foodworks Limited,NSE
JUBLINGREA,Jubilant Ingrevia Limited,NSE
JUBLPHARMA,Jubilant Pharmova Limited,NSE
JUNIPER,Juniper Hotels Limited,NSE
JUSTDIAL,Just Dial Limited,NSE
JWL,Jupiter Wagons Limited,NSE
JYOTHYLAB,Jyothy Labs Limited,NSE
JYOTICNC,Jyoti CNC Automation Limited,NSE
JYOTISTRUC,Jyoti Structures Limited,NSE
KABRAEXTRU,Kabra Extrusion Technik Limited,NSE
KAJARIACER,Kajaria Ceramics Limited,NSE
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,NSE
KALAMANDIR,Sai Silks (Kalamandir) Limited,NSE
KALPATARU,Kalpataru Limited,NSE
KALYANIFRG,Kalyani Forge Limited,NSE
KALYANKJIL,Kalyan Jewellers India Limited,NSE
KAMATHOTEL,Kamat Hotels (I) Limited,NSE
KAMDHENU,Kamdhenu Limited,NSE
KAMOPAINTS,Kamdhenu Ventures Limited,NSE
KANANIIND,Kanani Industries Limited,NSE
KANORICHEM,Kanoria Chemicals & Industries Limited,NSE
KANPRPLA,Kanpur Plastipack Limited,NSE
KANSAINER,Kansai Nerolac Paints Limited,NSE
KARMAENG,Karma Energy Limited,NSE
KARURVYSYA,Karur Vysya Bank Limited,NSE
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,NSE
KAYA,Kaya Limited,NSE
KAYNES,Kaynes Technology India Limited,NSE
KCP,KCP Limited,NSE
KCPSUGIND,KCP Sugar and Industries Corporation Limited,NSE
KDDL,KDDL Limited,NSE
KEC,KEC International Limited,NSE
KECL,Kirloskar Electric Company Limited,NSE
KEEPLEARN,DSJ Keep Learning Limited,NSE
KEI,KEI Industries Limited,NSE
KELLTONTEC,Kellton Tech Solutions Limited,NSE
KERNEX,Kernex Microsystems (India) Limited,NSE
KEYFINSERV,Keynote Financial Services Limited,NSE
KFINTECH,Kfin Technologies Limited,NSE
KHADIM,Khadim India Limited,NSE
KHAICHEM,Khaitan Chemicals & Fertilizers Limited,NSE
KHAITANLTD,Khaitan (India) Limited,NSE
KHANDSE,Khandwala Securities Limited,NSE
KICL,Kalyani Investment Company Limited,NSE
KILITCH,Kilitch Drugs (India) Limited,NSE
KIMS,Krishna Institute of Medical Sciences Limited,NSE
KINGFA,Kingfa Science & Technology (India) Limited,NSE
KIOCL,KIOCL Limited,NSE
KIRIINDUS,Kiri Industries Limited,NSE
KIRLOSBROS,Kirloskar Brothers Limited,NSE
KIRLOSENG,Kirloskar Oil Engines Limited,NSE
KIRLOSIND,Kirloskar Industries Limited,NSE
KIRLPNU,Kirloskar Pneumatic Company Limited,NSE
KITEX,Kitex Garments Limited,NSE
KKCL,Kewal Kiran Clothing Limited,NSE
KMEW,Knowledge Marine & Engineering Works Limited,NSE
KMSUGAR,K.M.Sugar Mills Limited,NSE
KNAGRI,KN Agri Resources Limited,NSE
KNRCON,KNR Constructions Limited,NSE
KOHINOOR,Kohinoor Foods Limited,NSE
KOKUYOCMLN,Kokuyo Camlin Limited,NSE
KOLTEPATIL,Kolte - Patil Developers Limited,NSE
KOPRAN,Kopran Limited,NSE
KOTAKBANK,Kotak Mahindra Bank Limited,NSE
KOTARISUG,Kothari Sugars And Chemicals Limited,NSE
KOTHARIPET,Kothari Petrochemicals Limited,NSE
KOTHARIPRO,Kothari Products Limited,NSE
KOTYARK,Kotyark Industries Limited,NSE
KPEL,K.P. Energy Limited,NSE
KPIGREEN,KPI Green Energy Limited,NSE
KPIL,Kalpataru Projects International Limited,NSE
KPITTECH,KPIT Technologies Limited,NSE
KPRMILL,K.P.R. Mill Limited,NSE
KRBL,KRBL Limited,NSE
KREBSBIO,Krebs Biochemicals and Industries Limited,NSE
KRIDHANINF,Kridhan Infra Limited,NSE
KRISHANA,Krishana Phoschem Limited,NSE
KRISHIVAL,Krishival Foods Limited,NSE
KRISHNADEF,Krishna Defence And Allied Industries Limited,NSE
KRITI,Kriti Industries (India) Limited,NSE
KRITIKA,Kritika Wires Limited,NSE
KRITINUT,Kriti Nutrients Limited,NSE
KRN,KRN Heat Exchanger and Refrigeration Limited,NSE
KRONOX,Kronox Lab Sciences Limited,NSE
KROSS,Kross Limited,NSE
KRSNAA,Krsnaa Diagnostics Limited,NSE
KRYSTAL,Krystal Integrated Services Limited,NSE
KSB,Ksb Limited,NSE
KSCL,Kaveri Seed Company Limited,NSE
KSHINTL,KSH International Limited,NSE
KSL,Kalyani Steels Limited,NSE
KSOLVES,Ksolves India Limited,NSE
KTKBANK,The Karnataka Bank Limited,NSE
KUANTUM,Kuantum Papers Limited,NSE
KWIL,Kwality Wall's (India) Limited,NSE
LAGNAM,Lagnam Spintex Limited,NSE
LAL,Lorenzini Apparels Limited,NSE
LALPATHLAB,Dr. Lal Path Labs Ltd.,NSE
LAMBODHARA,Lambodhara Textiles Limited,NSE
LANDMARK,Landmark Cars Limited,NSE
LAOPALA,La Opala RG Limited,NSE
LASA,Lasa Supergenerics Limited,NSE
LATENTVIEW,Latent View Analytics Limited,NSE
LATTEYS,Latteys Industries Limited,NSE
LAURUSLABS,Laurus Labs Limited,NSE
LAXMIDENTL,Laxmi Dental Limited,NSE
LAXMIINDIA,Laxmi India Finance Limited,NSE
LEMERITE,Le Merite Exports Limited,NSE
LEMONTREE,Lemon Tree Hotels Limited,NSE
LENSKART,Lenskart Solutions Limited,NSE
LFIC,Lakshmi Finance & Industrial Corporation Limited,NSE
LGBBROSLTD,LG Balakrishnan & Bros Limited,NSE
LGEINDIA,LG Electronics India Limited,NSE
LGHL,Laxmi Goldorna House Limited,NSE
LIBAS,Libas Consumer Products Limited,NSE
LIBERTSHOE,Liberty Shoes Limited,NSE
LICHSGFIN,LIC Housing Finance Limited,NSE
LICI,Life Insurance Corporation Of India,NSE
LIKHITHA,Likhitha Infrastructure Limited,NSE
LINC,Linc Limited,NSE
LINCOLN,Lincoln Pharmaceuticals Limited,NSE
LINDEINDIA,Linde India Limited,NSE
LLOYDSENGG,LLOYDS ENGINEERING WORKS LIMITED,NSE
LLOYDSENT,Lloyds Enterprises Limited,NSE
LLOYDSME,Lloyds Metals And Energy Limited,NSE
LMW,LMW Limited,NSE
LODHA,Lodha Developers Limited,NSE
LOKESHMACH,Lokesh Machines Limited,NSE
LORDSCHLO,Lords Chloro Alkali Limited,NSE
LOTUSDEV,Sri Lotus Developers and Realty Limited,NSE
LOTUSEYE,Lotus Eye Hospital and Institute Limited,NSE
LOVABLE,Lovable Lingerie Limited,NSE
LPDC,Landmark Property Development Company Limited,NSE
LT,Larsen & Toubro Limited,NSE
LTF,L&T Finance Limited,NSE
LTFOODS,LT Foods Limited,NSE
LTM,LTIMindtree Limited,NSE
LTTS,L&T Technology Services Limited,NSE
LUMAXIND,Lumax Industries Limited,NSE
LUMAXTECH,Lumax Auto Technologies Limited,NSE
LUPIN,Lupin Limited,NSE
LUXIND,Lux Industries Limited,NSE
LXCHEM,Laxmi Organic Industries Limited,NSE
LYKALABS,Lyka Labs Limited,NSE
LYPSAGEMS,Lypsa Gems & Jewellery Limited,NSE
M&M,Mahindra & Mahindra Limited,NSE
M&MFIN,Mahindra & Mahindra Financial Services Limited,NSE
MACPOWER,Macpower CNC Machines Limited,NSE
MADHAV,Madhav Marbles and Granites Limited,NSE
MADHUCON,Madhucon Projects Limited,NSE
MADRASFERT,Madras Fertilizers Limited,NSE
MAGADSUGAR,Magadh Sugar & Energy Limited,NSE
MAGNUM,Magnum Ventures Limited,NSE
MAHABANK,Bank of Maharashtra,NSE
MAHAPEXLTD,Maha Rashtra Apex Corporation Limited,NSE
MAHEPC,Mahindra EPC Irrigation Limited,NSE
MAHESHWARI,Maheshwari Logistics Limited,NSE
MAHLIFE,Mahindra Lifespace Developers Limited,NSE
MAHLOG,Mahindra Logistics Limited,NSE
MAHSCOOTER,Maharashtra Scooters Limited,NSE
MAHSEAMLES,Maharashtra Seamless Limited,NSE
MAITHANALL,Maithan Alloys Limited,NSE
MALLCOM,Mallcom (India) Limited,NSE
MALUPAPER,Malu Paper Mills Limited,NSE
MAMATA,Mamata Machinery Limited,NSE
